1.701251	2.163585
2.285009	2.079873
2.522840	2.346605
2.410501	2.113535
1.791403	1.964452
2.688525	2.045692
1.708911	1.97788
2.301764	2.207166
2.150789	1.952123
2.483319	2.402606
2.575973	2.326676
2.239354	1.742338
2.562239	1.809601
2.696796	2.599695
1.966213	1.897281
2.075866	1.692624
1.708789	2.51879
2.287909	2.291183
2.184939	1.805359
2.157961	2.549156
2.299048	1.985235
2.272405	1.961339
2.125153	2.402881
2.451549	1.945561
2.191897	1.66354
1.847496	2.549583
2.392892	1.903049
2.666613	2.283187
2.521680	2.182049
2.517194	2.075265
2.432017	2.005591
2.382241	2.355852
1.823020	1.967809
2.217014	2.262984
2.649339	2.521384
2.171725	1.974981
2.156099	1.871889
2.439189	2.167278
2.539442	1.997656
1.727467	2.594629
2.231327	1.794067
2.357613	1.797851
1.809928	2.343126
1.986081	1.936314
2.534620	2.307999
1.952724	1.744475
2.506238	2.452626
2.253209	1.614252
2.452220	2.286148
2.136720	1.801941
