2.493304	3.008741
2.650291	3.095962
2.474108	3.058943
2.603995	2.214985
2.447313	2.365899
2.419083	2.204669
2.831663	2.771184
2.466234	2.863045
2.357039	2.807685
2.819883	2.501950
3.255901	3.125718
2.762081	2.435328
3.079656	3.043654
2.911499	2.592438
3.140144	2.223743
2.977206	2.256215
2.575887	2.472897
3.137611	2.926493
3.043736	2.668459
3.044438	2.308280
3.035008	2.808966
2.451555	2.425105
2.817106	3.189990
2.468981	2.857308
2.999759	2.704807
2.441575	3.105118
2.726557	2.270376
2.453233	3.077255
2.491351	2.377892
2.455553	2.703922
2.579580	2.768743
3.021915	2.675295
3.134681	2.235096
2.726222	2.304678
2.849547	2.545988
3.146980	2.516874
3.282971	2.497800
2.495990	2.961315
2.800900	3.090164
2.872588	2.250508
3.143043	2.826759
3.142158	2.323325
2.614066	3.141069
2.440263	2.933085
2.900238	2.947215
2.301617	2.261007
2.510578	2.315604
2.413773	2.654512
2.843443	2.273885
2.996219	2.490353
